Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG
Date,,,,,,,,,,
2024-11-20,228.7484893798828,176.92747497558594,229.67746064503265,178.7034332806034,225.64190448211673,174.93201483744025,227.80951934283004,178.42407007919522,35169600,15729800
2024-11-21,228.26902770996094,168.85585021972656,229.90722593821596,175.18145549789298,225.46211628612434,164.93476294944196,228.6286329426038,175.05673923346154,42108300,38839400
2024-11-22,229.61753845214844,166.19192504882812,230.46661102927646,167.88306980424588,227.80952873867182,165.33387647649843,227.80952873867182,166.780582207106,38168300,24497000
2024-11-25,232.61424255371094,169.04541015625,232.99383009111634,170.0730862057209,229.48769048234254,167.02001919185565,231.2058026888721,167.60869154426803,90152800,21395700
2024-11-26,234.8018341064453,170.2327117919922,235.31128373473052,171.10572566539952,233.07373841155265,169.04541048829364,233.07373841155265,169.10528708504503,45986200,14937500
2024-11-27,234.67198181152344,170.43226623535156,235.43115689965902,170.75153195687213,233.55321672420507,169.2848674640083,234.21249554010248,170.29256940350413,33498400,12433400
2024-11-29,237.06935119628906,170.10301208496094,237.5488197625333,170.48213917467183,233.71304074851764,168.36695621133114,234.55211454995276,169.67398022072197,28481400,9250700
2024-12-02,239.3268585205078,172.5873565673828,240.52553753151284,173.2059596109549,236.89953466637493,169.88351639450627,237.00941446483552,169.93340594668766,48137100,16593400
2024-12-03,242.3834991455078,172.6272735595703,242.49337894569658,173.92432578996255,238.6376176509325,172.11842144331467,239.54662188503684,172.727037439352,38861000,15721500
2024-12-04,242.74310302734375,175.69029235839844,243.84190102311462,176.02951694382102,240.9850414761411,172.3578774269222,242.60325739533934,172.38780811245044,44383900,18239800
2024-12-05,242.7730712890625,173.91433715820312,244.2714238935446,177.30662874705726,241.86408229295347,173.61501507328163,243.72204013219255,176.91751460390543,40033900,16145500
2024-12-06,242.5732879638672,176.0894012451172,244.3613305629988,176.4376080962673,241.8141281502541,173.15607214175068,242.6432183998472,173.4853249211239,36870600,13319500
2024-12-09,246.47900390625,176.89846801757812,246.96847124510987,177.83738550391604,241.48449521514058,175.20039040791823,241.56440918324205,175.51503437960727,44649200,19887800
2024-12-10,247.4978790283203,186.31773376464844,247.93739821602466,187.8160268138949,245.0705399660552,182.46212570826387,246.61884065291167,184.32500888640666,36914800,34317400
2024-12-11,246.2192840576172,196.4861602783203,250.52454792031958,196.66594813117683,245.98952569372008,186.04803967773574,247.68767076725757,186.4875414177299,45205800,41664500
2024-12-12,247.68768310546875,193.40965270996094,248.46682524629017,196.48115029218562,245.41017310687806,193.06004491560958,246.61885092340057,196.0766124040666,32777500,25197800
2024-12-13,247.85748291015625,191.16221618652344,249.01619729452798,194.11883919838084,245.96955931284188,191.0423423812578,247.54782582286595,192.490704487651,33155300,18883200
2024-12-16,250.7642822265625,197.93450927734375,251.10392039685559,200.41168291616427,247.3780059899919,193.88911488994594,247.71764416028498,194.14382959225733,51694800,32248600
2024-12-17,253.20159912109375,196.8956756591797,253.5512208135588,202.64913062417182,249.50566587259755,196.46617230830898,249.80533943156328,198.30407475927043,51356400,24129500
2024-12-18,247.77757263183594,189.93360900878906,254.0007260278641,198.46389928471683,247.46791553993853,189.0646039194836,251.88305927654196,196.60601529827326,56774100,27638400
2024-12-19,249.51565551757812,189.484130859375,251.72323503929724,194.37856412730645,246.81862390484895,189.30434300339118,247.22817727073837,193.06005888438943,60882300,26981200
2024-12-20,254.21051025390625,192.74041748046875,254.71994465608725,193.91406813278797,245.42017186050566,186.1579053424554,247.76758181309805,186.7971764103249,147495300,45319700
2024-12-23,254.98965454101562,195.7669677734375,255.36922684225433,196.26639877064787,253.17164603591402,191.411928868106,254.49020366493687,193.80919155814604,40858800,15235900
2024-12-24,257.91644287109375,197.34518432617188,257.92641115938613,197.44506138722352,255.0096198916901,194.97587425527323,255.2094124344067,195.94676829861982,23234700,6809800
2024-12-26,258.7355041503906,196.87571716308594,259.81433504408284,197.93450850289778,257.34704665632455,195.6471058614473,257.90642916266114,196.5161262135814,27237100,7907900
2024-12-27,255.30929565429688,193.81918334960938,258.41589596104086,196.5760523318792,252.78207543596488,191.75354348102763,257.54682582842287,196.24642603002408,42355300,14693000
2024-12-30,251.9230194091797,192.47073364257812,253.22159473829512,193.55948963491522,250.47461491371794,190.14338320337714,251.95298524244893,190.64781342319387,35557500,12209500
2024-12-31,250.1449737548828,190.22328186035156,253.00183336212825,193.03008164381478,249.15605553782555,189.36425993005457,252.16275955239965,192.2260050490995,39480700,14355200
2025-01-02,243.5821990966797,190.41307067871094,248.826433311358,192.9801381301293,241.55442975303322,188.49525744007033,248.65660659999048,191.26709343340778,55740700,17545200
2025-01-03,243.0927276611328,192.9102325439453,243.91181916074598,194.27866867483587,241.624340886356,191.13225931471843,243.0927276611328,192.5056946331138,40244100,12875000
2025-01-06,244.73092651367188,197.7347412109375,247.05836939894766,199.33291137103032,242.93290033169586,194.83803207586362,244.04168187374515,194.92792600382484,45045600,19483300
2025-01-07,241.94400024414062,196.4861602783203,245.28032844029428,201.909973886113,241.08494412707995,195.7170322333306,242.71314361950866,198.04438263544472,40856000,16966800
2025-01-08,242.43344116210938,195.1676483154297,243.44234164075266,197.41508784704052,239.78635773622742,193.52951522204586,241.65429905026372,193.72928457657076,37628900,14335300
2025-01-10,236.58987426757812,192.95018005371094,239.8962364632009,197.39511312065048,232.74409661721964,191.38197456331892,239.7463920626497,195.19761966253236,61710900,20753800
2025-01-13,234.14256286621094,192.0711669921875,234.41227060505477,192.27095158503425,229.46771001708314,188.4453083016719,233.27352322575203,191.13224951636064,49630700,13169100
2025-01-14,233.02378845214844,190.8325958251953,235.8606656353981,193.050070773715,232.21468051006943,189.42419669059564,234.49217517741417,192.28094273517524,39435300,13651200
2025-01-15,237.60874938964844,196.75584411621094,238.6975638581554,197.57491832048342,234.17252500331003,193.11000369739423,234.38230107288462,194.12884726518368,39832000,12894900
2025-01-16,228.00930786132812,194.1887664794922,237.74859991927732,196.75583391247915,227.7795647267042,194.0788910490422,237.089336348529,195.60214951346643,71759100,13449600
2025-01-17,229.7274169921875,197.3251953125,232.03487756376998,198.58375597214695,228.22906438809179,195.0877388983694,231.86506609768284,197.82462632303964,68488300,22109100
2025-01-21,222.39547729492188,199.40283203125,224.17352112887505,203.6080326445683,219.13906319002535,199.21304580682195,223.75398423747347,200.28182025394423,98070400,19005200
2025-01-22,223.58416748046875,199.8023681640625,223.87384226456615,201.88998612293432,219.54859611049605,198.9733108604717,219.54859611049605,200.32178068082086,64126500,15477400
2025-01-23,223.41436767578125,199.35289001464844,226.78066167492807,201.71020506522237,222.05586069453574,196.59603624015026,224.493183388126,199.75242873857272,60234800,15170800
2025-01-24,222.5353240966797,201.6702423095703,225.38220009721186,202.33949329722083,221.16683361690275,199.5566528889042,224.53312753788666,199.6225872950207,54697900,12732400
2025-01-27,229.6075439453125,193.54949951171875,231.89502211760887,198.44391735433535,223.73399710835045,192.48070982544095,223.77396171163917,193.96901973467803,94863400,24970200
2025-01-28,237.99832153320312,196.8457489013672,239.9262098046868,197.00555524376668,230.55650666713984,192.39081751116362,230.59647127201654,194.42848935993928,75707600,15939200
2025-01-29,239.0971221923828,196.9556121826172,239.5965730646729,198.2341696318412,233.75299176206667,194.96788645279017,233.86287156365174,197.14539841120728,45486100,12287800
2025-01-30,237.3290557861328,202.3994140625,240.52553823889048,203.00672387191645,236.94948349745044,199.24500307805343,238.40787147181928,199.53266972822976,55658300,14571500
2025-01-31,235.74081420898438,205.3660430908203,246.91852728753366,206.8443546537246,233.18362815459494,203.34833748699367,246.91852728753366,203.48317837651163,101075100,17087300
2025-02-03,227.75958251953125,202.40939331054688,231.5753945205246,204.9864590771122,225.45212191586603,201.43051282665638,229.73741895869952,201.98487391595285,73063300,16719500
2025-02-04,232.54432678222656,207.4736328125,232.87396618357337,208.46249643839946,226.40107197135944,204.02754671792735,227.00041910872287,204.2672790849399,45067300,28285400
2025-02-05,232.21469116210938,193.0800323486328,232.4144684638066,194.32860987902825,228.0193068583431,189.69389069585742,228.27901582634638,192.88026299205453,39620300,43666400
2025-02-06,232.9638671875,193.0900115966797,233.54323203112875,193.60942410647172,230.17692277145878,190.2732286703268,231.0359788855247,190.77265967243562,29925300,20816600
2025-02-07,227.3800048828125,186.92703247070312,233.74300400322835,192.79534667048466,227.0104008794231,184.88936071436743,232.3445476829273,192.52066571940506,39707200,29565700
2025-02-10,227.64999389648438,187.98582458496094,230.58999633789062,189.77379609286592,227.1999969482422,187.39649966530655,229.57000732421875,188.84484651111416,33115600,16606000
2025-02-11,232.6199951171875,186.8571319580078,235.22999572753906,188.58515904568145,228.1300048828125,185.86825303657443,228.1999969482422,186.62239876540912,53718400,13028100
2025-02-12,236.8699951171875,185.21897888183594,236.9600067138672,186.61739486850084,230.67999267578125,183.42103942122037,231.1999969482422,185.0192095241481,45243300,17632300
2025-02-13,241.52999877929688,187.66619873046875,242.33999633789062,187.77607416088287,235.57000732421875,184.66961270981918,236.91000366210938,185.7184056239068,53614100,12729300
2025-02-14,244.60000610351562,186.6573486328125,245.5500030517578,187.93589085274974,240.99000549316406,185.89821895267022,241.25,186.6174008565631,40896200,12714200
2025-02-18,244.47000122070312,185.58856201171875,245.17999267578125,187.56630449733623,241.83999633789062,183.3710871600107,244.14999389648438,187.226695076443,48822500,19796000
2025-02-19,244.8699951171875,186.91705322265625,246.00999450683594,187.1467872178663,243.16000366210938,185.2889032654933,244.66000366210938,185.9731213052312,32204200,13120500
2025-02-20,245.8300018310547,186.4276123046875,246.77999877929688,186.90706182083724,244.2899932861328,184.38994042998203,244.94000244140625,186.28777222741775,32316900,12063800
2025-02-21,245.5500030517578,181.3733673095703,248.69000244140625,187.25666399411273,245.22000122070312,180.92388244913036,245.9499969482422,187.07686090508184,53197400,19520800
2025-02-24,247.10000610351562,180.9838104248047,248.86000061035156,184.87936617572134,244.4199981689453,180.67416563965807,244.92999267578125,183.59084088624112,51326400,18734000
2025-02-25,247.0399932861328,177.16815185546875,250.0,180.55429349830055,244.91000366210938,176.56884378749382,248.0,179.94998624296272,48013300,20832500
2025-02-26,240.36000061035156,174.50119018554688,244.97999572753906,177.87734865828276,239.1300048828125,173.3924527442382,244.3300018310547,176.74364576328153,44433600,23637200
2025-02-27,237.3000030517578,170.0163116455078,242.4600067138672,176.38904098824568,237.05999755859375,169.55882503535227,239.41000366210938,175.73978676984865,41153600,25930500
2025-02-28,241.83999633789062,172.02401733398438,242.08999633789062,172.30369747869378,230.1999969482422,168.19837398997922,236.9499969482422,170.1062040953664,56833400,30049800
2025-03-03,238.02999877929688,168.46807861328125,244.02999877929688,174.80086041257175,236.11000061035156,167.4492350449917,241.7899932861328,173.5323013294071,47184000,24122000
2025-03-04,235.92999267578125,172.41357421875,240.07000732421875,174.9656593689528,234.67999267578125,167.34933645157065,237.7100067138672,167.74889040520628,53798100,30711400
2025-03-05,235.74000549316406,174.79087829589844,236.5500030517578,175.55000797862252,229.22999572753906,170.73548550793336,235.4199981689453,172.12391841048589,47227600,18848000
2025-03-06,235.3300018310547,174.0117645263672,237.86000061035156,176.52888591983762,233.16000366210938,172.31169022063378,234.44000244140625,172.35364986457097,45170400,19082400
2025-03-07,239.07000732421875,175.5500030517578,241.3699951171875,176.69868829805844,234.75999450683594,172.05398592128185,235.11000061035156,173.0448614517929,46273600,16395300
2025-03-10,227.47999572753906,167.80999755859375,236.16000366210938,170.4499969482422,224.22000122070312,165.56500244140625,235.5399932861328,170.16000366210938,72071200,28990700
2025-03-11,220.83999633789062,165.97999572753906,225.83999633789062,168.65499877929688,217.4499969482422,163.24000549316406,223.80999755859375,166.67999267578125,76137400,23705900
2025-03-12,216.97999572753906,169.0,221.75,169.52999877929688,214.91000366210938,165.47999572753906,220.13999938964844,168.47000122070312,62466400,19847600
